file_id,species,processed_path,split,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,rms_mean,rms_std,zcr_mean,zcr_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,provenance
dlg_ggpd_n200-g2-m1-2013-c3-track-75,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-75.wav,train,3389.53375088822,448.45535893997635,1290.6900538295522,475.7131063454901,4054.162569333672,1559.8450842302911,0.10358179360628128,0.0673908069729805,0.27231592589907194,0.01661035659850121,-396.0754089355469,49.59214782714844,-70.33319854736328,22.09303092956543,-93.80653381347656,28.559289932250977,45.4078483581543,15.516502380371094,11.821447372436523,15.869989395141602,-18.84003448486328,14.452780723571777,13.72033405303955,9.972732543945312,-4.863802433013916,10.80505657196045,-31.72357177734375,7.1233906745910645,11.207035064697266,9.88470458984375,32.31682586669922,11.670345306396484,-21.581336975097656,13.45881462097168,-18.96143913269043,10.91054916381836,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
mixkit-forest-with-birds-singing-1235,not_frogs,data\processed\not_frogs\mixkit-forest-with-birds-singing-1235.wav,train,4838.550525570604,486.26580915391946,1850.3906626937107,274.1431653459093,6604.423250344403,800.712538114781,0.08014857769012451,0.053449846804142,0.40035777080916474,0.0697457272255434,-243.13002014160156,16.65384292602539,-86.91191101074219,14.852924346923828,-18.854719161987305,14.147150039672852,64.92179870605469,12.37105655670166,-30.526941299438477,14.53919792175293,-4.048813819885254,15.18145751953125,13.13004207611084,14.278916358947754,11.766066551208496,12.874920845031738,0.671840488910675,10.996724128723145,-1.4879528284072876,9.099717140197754,-5.413001537322998,10.777164459228516,-2.5866286754608154,10.092808723449707,-3.5543289184570312,10.365214347839355,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
ML183625,american_toad,data\processed\american_toad\ML183625.wav,train,3737.120687668016,2062.781671082971,2198.6680291885623,843.678412057476,5771.497969837587,3356.3895449723923,0.07555650174617767,0.10443057119846344,0.2954668014066125,0.20739190471941393,-362.3377990722656,109.54289245605469,-38.89061737060547,46.606407165527344,-58.209739685058594,54.855926513671875,-22.83449935913086,26.83006477355957,20.691587448120117,18.79587745666504,13.390768051147461,19.17685317993164,-10.378151893615723,11.619153022766113,-6.146530628204346,19.421615600585938,7.196450710296631,11.502592086791992,17.037776947021484,18.280851364135742,-5.980760097503662,9.877293586730957,-10.429179191589355,13.155929565429688,3.9245119094848633,17.905513763427734,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
ML209151,american_toad,data\processed\american_toad\ML209151.wav,train,4735.2488461845005,494.82610625225425,2736.3954499279907,274.4908669874664,8274.320654636746,1180.4307103837027,0.18306392431259155,0.045941777527332306,0.1954982961136891,0.013478061384745586,-202.92672729492188,55.18820571899414,-92.23914337158203,11.247088432312012,-74.80670166015625,10.865159034729004,8.516900062561035,10.933727264404297,57.61091613769531,7.076700687408447,45.85589599609375,7.1901984214782715,-10.368741989135742,8.49744701385498,-10.42127799987793,6.374364852905273,13.181686401367188,5.486805438995361,31.60824203491211,4.2733869552612305,-12.913738250732422,5.83103084564209,-16.400056838989258,4.7706780433654785,30.853116989135742,3.4044315814971924,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
ML633952175,spring_peeper,data\processed\spring_peeper\ML633952175.wav,train,3077.9181185829475,65.76101032677326,1332.6724124597847,91.46257141401338,3156.662659965922,212.1804073269667,0.20773003995418549,0.033446263521909714,0.2445949191560325,0.008722786765531827,-254.8074188232422,6.118618488311768,-74.35124206542969,5.299887180328369,-94.85234069824219,5.575451850891113,58.177581787109375,4.8987932205200195,27.796377182006836,4.477771282196045,-29.419137954711914,4.145535945892334,9.791348457336426,4.55836296081543,29.690196990966797,4.1114821434021,-22.869203567504883,4.58070182800293,-13.337000846862793,4.602490425109863,32.80643844604492,4.387068748474121,16.05695915222168,4.9268059730529785,-27.57695960998535,4.667299747467041,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
mixkit-sea-waves-with-birds-loop-1185,not_frogs,data\processed\not_frogs\mixkit-sea-waves-with-birds-loop-1185.wav,train,3191.8348303238677,379.91038124961034,2376.5394754796807,248.89623504121164,5555.316601109339,1024.6712525573644,0.10301485657691956,0.052436359226703644,0.2233529854263341,0.038070665284265864,-78.3327865600586,39.96129608154297,36.34388732910156,21.309127807617188,-70.54861450195312,14.87099838256836,-6.1170830726623535,9.688583374023438,-5.305397033691406,9.636322021484375,-8.981889724731445,6.438500881195068,-3.185047149658203,6.88211727142334,-12.782095909118652,6.652243137359619,-14.612696647644043,6.987470626831055,0.26618507504463196,6.928238391876221,0.3010411560535431,5.694260120391846,-2.4097096920013428,6.490818023681641,-7.614992141723633,6.253749370574951,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
ML199792,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199792.wav,train,5981.666184976623,665.9628640049863,2502.3486666569033,354.77361258773436,8689.821545098608,1067.2432722159285,0.028479861095547676,0.07602591812610626,0.5381833671693735,0.08146308314867225,-494.6329040527344,97.68781280517578,-79.80255126953125,31.262189865112305,-13.944993019104004,28.732837677001953,12.157258033752441,14.382279396057129,-12.597379684448242,20.076343536376953,3.7114875316619873,6.871214866638184,19.619443893432617,7.415340900421143,-0.46725043654441833,5.656882286071777,-16.12413215637207,4.3912787437438965,15.634506225585938,4.689963340759277,-3.4270074367523193,3.806377410888672,-5.374671459197998,5.037290573120117,-4.515344619750977,4.060539245605469,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
ML207938,green_tree_frog,data\processed\green_tree_frog\ML207938.wav,train,4347.145505990009,2038.4555312177279,1643.2111201018197,756.8380423417924,5773.196644794083,2650.6590097069457,0.03701551631093025,0.05062277987599373,0.40209224550464034,0.19874709229752313,-384.2687072753906,113.81550598144531,-84.094970703125,42.06731414794922,-51.302974700927734,42.70466232299805,5.630765438079834,11.87531852722168,-26.404205322265625,17.28418731689453,11.45003890991211,8.814197540283203,0.5653653144836426,7.054321765899658,32.97957992553711,16.49633026123047,-12.813838958740234,11.235930442810059,3.4547927379608154,7.892975330352783,6.707638263702393,7.843939304351807,-16.838809967041016,9.058232307434082,3.5471065044403076,6.77792501449585,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
ML105277,northern_cricket_frog,data\processed\northern_cricket_frog\ML105277.wav,train,4540.033806206163,526.3400913290872,1855.2629245599107,403.318732035642,6350.970954629495,888.0303357401042,0.036204952746629715,0.027389753609895706,0.36263889392401394,0.07220996533690054,-416.5244445800781,91.32756805419922,-137.7570037841797,69.36872863769531,-50.828025817871094,31.495298385620117,73.57958221435547,24.90410804748535,-12.584299087524414,10.188009262084961,6.68286657333374,9.086128234863281,14.56175422668457,8.794890403747559,-4.035798072814941,6.921071529388428,-4.127938270568848,6.982234001159668,3.4779582023620605,8.964475631713867,-4.509883403778076,8.633048057556152,-1.8538843393325806,7.450916290283203,-8.51097583770752,5.207717418670654,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
ML199781,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199781.wav,train,5347.348306461481,726.0419111804729,2440.1768124333967,418.8259818212033,8301.449492912558,1229.6892290203282,0.03212082386016846,0.07516514509916306,0.450140933149652,0.09676161848083,-471.18939208984375,111.91771697998047,-71.73419952392578,36.67942428588867,-24.597253799438477,37.55500793457031,23.5325870513916,10.689579963684082,-19.565959930419922,21.81332778930664,0.17251481115818024,8.696019172668457,19.43565559387207,9.905220985412598,5.828638076782227,9.150599479675293,-11.408649444580078,6.775962829589844,10.073650360107422,6.870978355407715,2.952284574508667,5.162599086761475,-9.0106201171875,5.526310920715332,-2.032521963119507,5.5135498046875,"{""run_id"": ""378baa09-a8b9-49d4-b068-e75b54aec874"", ""timestamp"": ""2025-11-01T07:15:58"", ""git_commit"": ""06c1ad28dbba72a7e91f5637071a305444dc15b5"", ""script"": ""tools/extract_features_and_baseline.py""}"
